ksrid lea,agency name,site url,webarchive_url,lea-qid,reference,city,city-qid,latlon,street address,county,county-qid,zip code,lea type
SB978-529,Solano County Sheriff's Department,https://www.solanocounty.com,https://web.archive.org/web/19981202142800/http://www.solanocounty.com/,Q120751848,,Fairfield,Q323432,"38.24924,-122.0443",,Solano County,Q108083,,Sheriff
SB978-531,Soledad Police Department,https://cityofsoledad.com,https://web.archive.org/web/20010202054200/http://www.cityofsoledad.com/,Q120751849,,Soledad,Q985256,"36.42843,-121.3277",,Monterey County,Q108072,,Police
SB978-534,Sonoma County Probation Department,https://sonomacounty.ca.gov,https://web.archive.org/web/20130427073820/http://sonomacounty.ca.gov/,Q120751850,,Santa Rosa,Q212991,"38.43808,-122.7125",,Sonoma County,Q108067,,Probation
SB978-535,Sonoma County Sheriff's Office,https://www.sonomasheriff.org,https://web.archive.org/web/19990424155214/http://www.sonomasheriff.org/,Q120751851,,Santa Rosa,Q212991,"38.43808,-122.7125",,Sonoma County,Q108067,,Sheriff
SB978-536,Sonoma Police Department,https://www.sonomasheriff.org,https://web.archive.org/web/19990424155214/http://www.sonomasheriff.org/,Q120751852,Sonoma County Sheriff's Department,Sonoma,Q11592,"38.29188,-122.4573",,Sonoma County,Q108067,,Police
SB978-537,Sonora Police Department,https://www.sonorapd.com,https://web.archive.org/web/20060910204026/http://www.sonorapd.com/,Q120751853,,Sonora,Q953567,"37.98329,-120.3822",,Tuolumne County,Q156346,,Police
SB978-538,South Gate Police Department,http://www.cityofsouthgate.org,https://web.archive.org/web/19981212023814/http://www.cityofsouthgate.org/,Q120751855,,South Gate,Q838772,"33.95722,-118.2056",,Los Angeles County,Q104994,,Police
SB978-539,South Lake Tahoe Police Department,https://www.cityofslt.us,https://web.archive.org/web/20030727093432/http://www.cityofslt.us/,Q120751856,,South Lake Tahoe,Q983602,"38.91162,-120.0078",,El Dorado County,Q108093,,Police
SB978-540,South Pasadena Police Department,https://www.southpasadenaca.gov,https://web.archive.org/web/20130510182252/http://southpasadenaca.gov,Q120751857,,South Pasadena,Q852581,"34.11582,-118.1518",,Los Angeles County,Q104994,,Police
SB978-541,South San Francisco Police Department,https://www.ssf.net,https://web.archive.org/web/19990208020521/http://www.ssf.net/,Q120751858,,South San Francisco,Q927122,"37.65607,-122.4142",,San Mateo County,Q108101,,Police
SB978-542,Southwestern Community College Police Department,https://www.swccd.edu,https://web.archive.org/web/20050924190958/http://swccd.edu/,Q120751859,,Chula Vista,Q49270,"32.6409,-117.0843",,San Diego County,Q108143,,College/University
SB978-544,Stanford University Department of Public Safety,https://police.stanford.edu,https://web.archive.org/web/20010511051818/http://police.stanford.edu/,Q120751860,,Palo Alto,Q47265,"37.44466,-122.1608",,Santa Clara County,Q110739,,College/University
SB978-546,Stanislaus County Sheriff's Department,https://www.scsdonline.com,https://web.archive.org/web/20110121135222/http://www.scsdonline.com/,Q7598959,,Modesto,Q204561,"37.64155,-121.0035",,Stanislaus County,Q108503,,Sheriff
SB978-548,Stockton Police Department,http://ww1.stocktonca.gov,https://web.archive.org/web/20180520072355/http://ww1.stocktonca.gov/,Q17108191,,Stockton,Q49240,"37.95373,-121.2905",,San Joaquin County,Q108499,,Police
SB978-551,Suisun City Police Department,https://police.suisun.com,https://web.archive.org/web/20110824215400/http://police.suisun.com/,Q120751861,,Suisun City,Q204087,"38.23912,-122.0369",,Solano County,Q108083,,Police
SB978-552,Sunnyvale Department of Public Safety,https://sunnyvale.ca.gov,https://web.archive.org/web/20031003025130/http://sunnyvale.ca.gov/,Q120751862,,Sunnyvale,Q208459,"37.37172,-122.038",,Santa Clara County,Q110739,,Police
SB978-556,Sutter County Sheriff's Department,https://www.suttercounty.org,https://web.archive.org/web/20000815210918/http://www.suttercounty.org/,Q120751863,,Yuba City,Q169948,"39.14094,-121.6198",,Sutter County,Q156377,,Sheriff
SB978-558,Taft Police Department,https://www.cityoftaft.org,https://web.archive.org/web/20021205122942/http://www.cityoftaft.org/,Q7675045,,Taft,Q983611,"35.14247,-119.4574",,Kern County,Q108047,,Police
SB978-559,Tehachapi Police Department,https://www.liveuptehachapi.com/29/Tehachapi-Police-Department,https://web.archive.org/web/20190106205243/http://liveuptehachapi.com/29/Tehachapi-Police-Department,Q7694823,,Tehachapi,Q985253,"35.13224,-118.4491",,Kern County,Q108047,,Police
SB978-561,Tehama County Sheriff's Department,https://tehamaso.org,https://web.archive.org/web/20000817022948/http://www.tehamaso.org/,Q120751864,,Red Bluff,Q546468,"40.17806,-122.2354",,Tehama County,Q109705,,Sheriff
SB978-563,Tiburon Police Department,http://www.townoftiburon.org/159/Police,https://web.archive.org/web/20160318183248/http://www.townoftiburon.org/159/Police,Q120751865,,Tiburon,Q984603,"37.88157,-122.4666",,Marin County,Q108117,,Police
SB978-564,Torrance Police Department,https://www.torranceca.gov/our-city/police,https://web.archive.org/web/20170718153506/http://www.torranceca.gov/our-city/police,Q7826926,,Torrance,Q489197,"33.83707,-118.3432",,Los Angeles County,Q104994,,Police
SB978-565,Tracy Police Department,https://www.cityoftracy.org/our-city/departments/police-department,https://web.archive.org/web/20220127143830/https://www.cityoftracy.org/our-city/departments/police-department,Q120751866,,Tracy,Q953409,"37.7397,-121.4264",,San Joaquin County,Q108499,,Police
SB978-569,Trinity County Sheriff's Department,https://www.trinitycounty.org/Sheriff-Department,https://web.archive.org/web/20180917111421/http://www.trinitycounty.org/Sheriff-Department,Q120751867,,Weaverville,Q3027750,"40.73243,-122.9404",,Trinity County,Q156188,,Sheriff
SB978-570,Truckee Police Department,https://www.truckeepolice.com,https://web.archive.org/web/20070118181359/http://www.truckeepolice.com/,Q120751869,,Truckee,Q506402,"39.32612,-120.2121",,Nevada County,Q109681,,Police
SB978-573,Tulare County Sheriff's Department,https://tularecounty.ca.gov,https://web.archive.org/web/20070109173146/http://www.tularecounty.ca.gov/,Q120751871,,Visalia,Q495373,"36.33377,-119.2926",,Tulare County,Q109686,,Sheriff
SB978-574,Tulare Police Department,https://www.tulare.ca.gov/government/departments/police,https://web.archive.org/web/20210415032348/https://www.tulare.ca.gov/government/departments/police,Q110833890,,Tulare,Q616562,"36.20649,-119.343",,Tulare County,Q109686,,Police
SB978-577,Tuolumne County Sheriff's Department,https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,https://web.archive.org/web/20180913120059/https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,Q120751872,,Sonora,Q953567,"37.98329,-120.3822",,Tuolumne County,Q156346,,Sheriff
SB978-578,Turlock Police Department,https://www.cityofturlock.org/policedepartment/index.asp,https://web.archive.org/web/20170812212701/http://www.cityofturlock.org/policedepartment/index.asp,Q120751873,,Turlock,Q1011205,"37.49528,-120.8467",,Stanislaus County,Q108503,,Police
SB978-579,Tustin Police Department,https://www.tustinca.org,https://web.archive.org/web/19991023103309/http://www.tustinca.org/,Q106610345,,Tustin,Q917513,"33.74425,-117.8188",,Orange County,Q5925,,Police
SB978-580,Twin Rivers Unified School District Police Services,https://www.twinriversusd.org,https://web.archive.org/web/20080415044442/http://www.twinriversusd.org/,Q120751874,,McClellan Park,Q9385088,"38.662222,-121.401667",,Sacramento County,Q108131,,School District
SB978-581,UC Berkeley Police Department,https://ucpd.berkeley.edu,https://web.archive.org/web/20130510190211/http://ucpd.berkeley.edu,Q120751875,,Berkeley,Q484678,"37.86988,-122.2705",,Alameda County,Q107146,,College/University
SB978-582,UC Davis Police Department,https://police.ucdavis.edu,https://web.archive.org/web/19971221154713/http://police.ucdavis.edu/,Q120751876,,Davis,Q668546,"38.54669,-121.7446",,Yolo County,Q109709,,College/University
SB978-583,UC Irvine Police Department,https://www.police.uci.edu,https://web.archive.org/web/20000303095011/http://www.police.uci.edu/,Q120751877,,Irvine,Q49219,"33.6873,-117.8259",,Orange County,Q5925,,College/University
SB978-584,UC Los Angeles Police Department,https://www.police.ucla.edu,https://web.archive.org/web/20170801045954/https://police.ucla.edu/,Q120751878,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,College/University
SB978-585,UC Merced Police Department,https://police.ucmerced.edu,https://web.archive.org/web/20060913075254/http://police.ucmerced.edu/,Q120751879,,Merced,Q499189,"37.30152,-120.4869",,Merced County,Q109690,,College/University
SB978-586,UC Riverside Police Department,https://police.ucr.edu,https://web.archive.org/web/19980704021754/http://www.police.ucr.edu/,Q120753325,,Riverside,Q49243,"33.98171,-117.374",,Riverside County,Q108111,,College/University
SB978-587,UC San Diego Police Department,http://police.ucsd.edu,https://web.archive.org/web/20000823010143/http://police.ucsd.edu/,Q120751881,,San Diego,Q16552,"32.71568,-117.1617",,San Diego County,Q108143,,College/University
SB978-588,UC San Francisco Police Department,https://police.ucsf.edu,https://web.archive.org/web/19990125102246/http://www.police.ucsf.edu/,Q120751882,,San Francisco,Q62,"37.7557,-122.4428",,San Francisco,Q62,,College/University
SB978-589,UC Santa Barbara Police Department,https://www.police.ucsb.edu,https://web.archive.org/web/19981212020447/http://police.ucsb.edu/,Q120753421,,Santa Barbara,Q159288,"34.41938,-119.699",,Santa Barbara County,Q108106,,College/University
SB978-590,UC Santa Cruz Police Department,https://police.ucsc.edu,https://web.archive.org/web/20060415005446/http://police.ucsc.edu/,Q120751884,,Santa Cruz,Q159232,"36.97424,-122.031",,Santa Cruz County,Q108122,,College/University
SB978-591,Ukiah Police Department,https://www.ukiahpolice.com,https://web.archive.org/web/20120909210526/http://ukiahpolice.com/,Q120751885,,Ukiah,Q837105,"39.15093,-123.2079",,Mendocino County,Q108087,,Police
